"assignment","user","typeid","type","stepid","step","updatedon"
1795,User_348,1,Current,1,Analysis,2022-06-13 19:27:08
1797,User_255,3,Submission,2,Comparison,2022-06-13 19:29:34
1798,User_255,3,Submission,1,Analysis,2022-06-13 19:29:49
1794,User_102,3,Submission,1,Analysis,2022-06-13 19:30:51
1794,User_102,1,Current,2,Comparison,2022-06-13 19:30:51
1794,User_102,3,Submission,2,Comparison,2022-06-13 19:38:03
1550,User_348,1,Current,1,Analysis,2022-06-13 19:39:38
1796,User_209,3,Submission,1,Analysis,2022-06-13 19:41:22
1796,User_209,1,Current,2,Comparison,2022-06-13 19:41:22
1801,User_102,3,Submission,1,Analysis,2022-06-13 19:42:58
1803,User_224,1,Current,1,Analysis,2022-06-13 19:45:02
1800,User_348,1,Current,1,Analysis,2022-06-13 19:47:26
1800,User_348,3,Submission,1,Analysis,2022-06-13 19:47:32
1804,User_209,3,Submission,2,Comparison,2022-06-13 19:49:12
1805,User_209,3,Submission,1,Analysis,2022-06-13 19:49:19
1805,User_209,1,Current,2,Comparison,2022-06-13 19:49:19
1803,User_224,1,Current,2,Comparison,2022-06-13 19:50:27
1803,User_224,3,Submission,2,Comparison,2022-06-13 19:50:31
1806,User_224,1,Current,1,Analysis,2022-06-13 19:51:05
1806,User_224,3,Submission,1,Analysis,2022-06-13 19:51:10
1806,User_224,1,Current,2,Comparison,2022-06-13 20:03:18
1805,User_209,3,Submission,2,Comparison,2022-06-13 19:51:57
895,User_209,3,Submission,2,Comparison,2022-06-13 19:53:14
1800,User_348,1,Current,2,Comparison,2022-06-13 19:54:09
1530,User_248,3,Submission,2,Comparison,2022-06-13 19:54:16
1800,User_348,3,Submission,2,Comparison,2022-06-13 19:54:24
1498,User_348,1,Current,2,Comparison,2022-06-13 20:01:21
1498,User_348,3,Submission,2,Comparison,2022-06-13 20:02:56
1806,User_224,3,Submission,2,Comparison,2022-06-13 20:03:23
1801,User_102,3,Submission,2,Comparison,2022-06-13 20:03:52
1809,User_224,1,Current,1,Analysis,2022-06-13 20:04:01
1809,User_224,3,Submission,1,Analysis,2022-06-13 20:04:06
1808,User_216,1,Current,1,Analysis,2022-06-13 20:04:35
1810,User_343,3,Submission,1,Analysis,2022-06-13 20:04:37
1810,User_343,1,Current,2,Comparison,2022-06-13 20:04:37
1798,User_255,1,Current,2,Comparison,2022-06-13 20:05:04
1811,User_102,3,Submission,1,Analysis,2022-06-13 20:05:47
1811,User_102,1,Current,2,Comparison,2022-06-13 20:05:47
1813,User_248,3,Submission,1,Analysis,2022-06-13 20:07:02
1813,User_248,1,Current,2,Comparison,2022-06-13 20:07:02
1812,User_142,3,Submission,1,Analysis,2022-06-13 20:07:46
1812,User_142,1,Current,2,Comparison,2022-06-13 20:35:49
1809,User_224,1,Current,2,Comparison,2022-06-13 20:08:15
1809,User_224,3,Submission,2,Comparison,2022-06-13 20:08:18
1808,User_216,3,Submission,1,Analysis,2022-06-13 20:08:28
1808,User_216,1,Current,2,Comparison,2022-06-13 20:08:28
1810,User_343,3,Submission,2,Comparison,2022-06-13 20:08:53
1814,User_224,1,Current,1,Analysis,2022-06-13 20:08:57
1814,User_224,3,Submission,1,Analysis,2022-06-13 20:09:01
1814,User_224,1,Current,2,Comparison,2022-06-13 20:09:01
1815,User_248,3,Submission,1,Analysis,2022-06-13 20:11:07
1802,User_314,3,Submission,1,Analysis,2022-06-13 20:13:35
1802,User_314,1,Current,2,Comparison,2022-06-13 20:13:35
1798,User_255,3,Submission,2,Comparison,2022-06-13 20:20:19
1817,User_224,3,Submission,2,Comparison,2022-06-13 20:20:22
1821,User_224,1,Current,1,Analysis,2022-06-13 20:22:41
1821,User_224,3,Submission,1,Analysis,2022-06-13 20:22:44
1821,User_224,1,Current,2,Comparison,2022-06-13 20:32:51
1820,User_142,1,Current,2,Comparison,2022-06-13 20:22:54
1777,User_255,3,Submission,2,Comparison,2022-06-13 20:24:59
1818,User_216,1,Current,1,Analysis,2022-06-13 20:27:00
1818,User_216,3,Submission,1,Analysis,2022-06-13 20:27:04
1819,User_314,3,Submission,1,Analysis,2022-06-13 20:27:16
1819,User_314,1,Current,2,Comparison,2022-06-13 20:27:16
1820,User_142,3,Submission,2,Comparison,2022-06-13 20:30:28
1822,User_142,3,Submission,1,Analysis,2022-06-13 20:31:55
1822,User_142,1,Current,2,Comparison,2022-06-13 20:31:55
1793,User_255,3,Submission,2,Comparison,2022-06-13 20:32:09
1816,User_348,1,Current,1,Analysis,2022-06-13 20:32:31
1832,User_254,3,Submission,1,Analysis,2022-06-13 21:28:05
1819,User_314,3,Submission,2,Comparison,2022-06-13 20:32:52
1821,User_224,3,Submission,2,Comparison,2022-06-13 20:32:54
1822,User_142,3,Submission,2,Comparison,2022-06-13 20:34:21
1823,User_314,3,Submission,1,Analysis,2022-06-13 20:34:24
1824,User_224,1,Current,1,Analysis,2022-06-13 20:35:39
1824,User_224,3,Submission,1,Analysis,2022-06-13 20:35:45
1553,User_348,1,Current,1,Analysis,2022-06-13 20:37:49
1776,User_142,3,Submission,2,Comparison,2022-06-13 20:40:03
1823,User_314,1,Current,2,Comparison,2022-06-13 21:00:06
1815,User_248,1,Current,2,Comparison,2022-06-13 20:40:32
1826,User_248,3,Submission,1,Analysis,2022-06-13 20:41:44
1826,User_248,1,Current,2,Comparison,2022-06-13 20:41:44
1825,User_216,1,Current,1,Analysis,2022-06-13 20:42:47
1827,User_216,1,Current,1,Analysis,2022-06-13 20:49:44
1827,User_216,3,Submission,1,Analysis,2022-06-13 20:49:59
1827,User_216,1,Current,2,Comparison,2022-06-13 20:49:59
1826,User_248,3,Submission,2,Comparison,2022-06-13 20:51:11
1824,User_224,1,Current,2,Comparison,2022-06-13 20:52:11
1824,User_224,3,Submission,2,Comparison,2022-06-13 20:52:16
1828,User_248,3,Submission,2,Comparison,2022-06-13 20:55:37
1830,User_216,1,Current,1,Analysis,2022-06-13 21:02:53
1830,User_216,3,Submission,1,Analysis,2022-06-13 21:03:10
1830,User_216,1,Current,2,Comparison,2022-06-13 21:03:10
1600,User_344,3,Submission,2,Comparison,2022-06-13 21:04:06
1831,User_254,3,Submission,1,Analysis,2022-06-13 21:17:07
1831,User_254,1,Current,2,Comparison,2022-06-13 21:25:26
1831,User_254,3,Submission,2,Comparison,2022-06-13 21:25:34
1832,User_254,1,Current,1,Analysis,2022-06-13 21:27:50
1686,User_308,1,Current,2,Comparison,2022-06-13 21:51:15
1686,User_308,3,Submission,2,Comparison,2022-06-13 21:51:17
1833,User_308,1,Current,1,Analysis,2022-06-13 21:52:57
1833,User_308,3,Submission,1,Analysis,2022-06-13 21:53:00
1833,User_308,1,Current,2,Comparison,2022-06-13 21:55:41
1833,User_308,3,Submission,2,Comparison,2022-06-13 21:55:42
1832,User_254,1,Current,2,Comparison,2022-06-13 21:56:44
1834,User_308,1,Current,1,Analysis,2022-06-13 21:58:40
1835,User_254,1,Current,2,Comparison,2022-06-13 22:07:28
1843,User_152,3,Submission,1,Analysis,2022-06-14 06:23:46
1834,User_308,3,Submission,1,Analysis,2022-06-13 21:58:49
1832,User_254,3,Submission,2,Comparison,2022-06-13 22:02:53
1835,User_254,1,Current,1,Analysis,2022-06-13 22:04:29
1835,User_254,3,Submission,1,Analysis,2022-06-13 22:04:53
1835,User_254,3,Submission,2,Comparison,2022-06-13 22:10:54
1834,User_308,1,Current,2,Comparison,2022-06-16 17:05:19
1836,User_254,1,Current,1,Analysis,2022-06-13 22:15:33
1836,User_254,3,Submission,1,Analysis,2022-06-13 22:15:46
1836,User_254,1,Current,2,Comparison,2022-06-13 22:15:46
1836,User_254,3,Submission,2,Comparison,2022-06-13 22:38:42
1837,User_152,1,Current,1,Analysis,2022-06-14 04:59:15
1837,User_152,3,Submission,1,Analysis,2022-06-14 04:59:26
1837,User_152,1,Current,2,Comparison,2022-06-14 05:07:56
1837,User_152,3,Submission,2,Comparison,2022-06-14 05:08:36
1838,User_152,3,Submission,1,Analysis,2022-06-14 05:10:14
1843,User_152,1,Current,1,Analysis,2022-06-14 06:23:43
1838,User_152,1,Current,2,Comparison,2022-06-14 05:21:24
1838,User_152,3,Submission,2,Comparison,2022-06-14 05:21:28
1839,User_152,1,Current,1,Analysis,2022-06-14 05:46:59
1839,User_152,3,Submission,1,Analysis,2022-06-14 05:47:06
1839,User_152,1,Current,2,Comparison,2022-06-14 05:47:06
1839,User_152,3,Submission,2,Comparison,2022-06-14 05:51:41
1840,User_152,3,Submission,1,Analysis,2022-06-14 06:01:48
1840,User_152,1,Current,2,Comparison,2022-06-14 06:01:48
1840,User_152,3,Submission,2,Comparison,2022-06-14 06:05:58
1841,User_152,3,Submission,1,Analysis,2022-06-14 06:09:02
1841,User_152,1,Current,2,Comparison,2022-06-14 06:09:02
1841,User_152,3,Submission,2,Comparison,2022-06-14 06:12:12
1842,User_152,1,Current,1,Analysis,2022-06-14 06:15:15
1842,User_152,3,Submission,1,Analysis,2022-06-14 06:15:24
1842,User_152,1,Current,2,Comparison,2022-06-14 06:15:24
1842,User_152,3,Submission,2,Comparison,2022-06-14 06:17:12
1843,User_152,1,Current,2,Comparison,2022-06-14 06:25:28
1843,User_152,3,Submission,2,Comparison,2022-06-14 06:25:30
1844,User_152,1,Current,1,Analysis,2022-06-14 06:35:10
1844,User_152,3,Submission,1,Analysis,2022-06-14 06:35:12
1844,User_152,1,Current,2,Comparison,2022-06-14 06:38:10
1844,User_152,3,Submission,2,Comparison,2022-06-14 06:38:14
912,User_219,3,Submission,2,Comparison,2022-06-14 13:32:56
1240,User_219,3,Submission,2,Comparison,2022-06-14 13:37:29
1845,User_254,1,Current,1,Analysis,2022-06-14 13:41:30
1845,User_254,3,Submission,1,Analysis,2022-06-14 13:41:34
1366,User_219,3,Submission,2,Comparison,2022-06-14 13:50:59
1845,User_254,1,Current,2,Comparison,2022-06-14 13:52:35
1845,User_254,3,Submission,2,Comparison,2022-06-14 13:53:18
1846,User_254,1,Current,1,Analysis,2022-06-14 14:00:25
1846,User_254,3,Submission,1,Analysis,2022-06-14 14:00:29
1846,User_254,1,Current,2,Comparison,2022-06-14 14:15:03
1846,User_254,3,Submission,2,Comparison,2022-06-14 14:22:52
1847,User_254,1,Current,1,Analysis,2022-06-14 14:24:47
1847,User_254,3,Submission,1,Analysis,2022-06-14 14:25:26
1847,User_254,1,Current,2,Comparison,2022-06-14 14:40:54
1847,User_254,3,Submission,2,Comparison,2022-06-14 15:13:06
1848,User_350,3,Submission,1,Analysis,2022-06-14 15:38:34
1848,User_350,1,Current,2,Comparison,2022-06-14 15:48:15
1848,User_350,3,Submission,2,Comparison,2022-06-14 16:30:55
1849,User_350,3,Submission,1,Analysis,2022-06-14 16:34:58
1849,User_350,1,Current,2,Comparison,2022-06-14 16:34:58
1849,User_350,3,Submission,2,Comparison,2022-06-14 16:42:35
1850,User_350,3,Submission,1,Analysis,2022-06-14 16:45:45
1853,User_314,3,Submission,1,Analysis,2022-06-14 17:11:03
1850,User_350,1,Current,2,Comparison,2022-06-14 16:45:45
1850,User_350,3,Submission,2,Comparison,2022-06-14 16:53:35
1851,User_350,3,Submission,1,Analysis,2022-06-14 16:56:17
1851,User_350,1,Current,2,Comparison,2022-06-14 16:56:17
1851,User_350,3,Submission,2,Comparison,2022-06-14 17:02:43
1852,User_350,3,Submission,1,Analysis,2022-06-14 17:04:46
1852,User_350,1,Current,2,Comparison,2022-06-14 17:04:46
1823,User_314,3,Submission,2,Comparison,2022-06-14 17:06:37
1854,User_353,1,Current,1,Analysis,2022-06-14 17:30:06
1854,User_353,3,Submission,1,Analysis,2022-06-14 17:30:11
1854,User_353,1,Current,2,Comparison,2022-06-14 17:32:46
1854,User_353,3,Submission,2,Comparison,2022-06-14 17:32:51
1855,User_353,1,Current,1,Analysis,2022-06-14 17:36:03
1855,User_353,3,Submission,1,Analysis,2022-06-14 17:36:20
1852,User_350,3,Submission,2,Comparison,2022-06-14 17:44:32
1853,User_314,1,Current,2,Comparison,2022-06-14 17:50:36
1855,User_353,1,Current,2,Comparison,2022-06-14 17:50:52
1855,User_353,3,Submission,2,Comparison,2022-06-14 17:50:57
1857,User_241,1,Current,1,Analysis,2022-06-14 17:57:28
1857,User_241,3,Submission,1,Analysis,2022-06-14 17:57:32
1857,User_241,1,Current,2,Comparison,2022-06-14 17:57:32
1858,User_241,1,Current,1,Analysis,2022-06-14 18:05:32
1858,User_241,3,Submission,1,Analysis,2022-06-14 18:05:35
1858,User_241,1,Current,2,Comparison,2022-06-14 18:07:36
1858,User_241,3,Submission,2,Comparison,2022-06-14 18:07:54
1856,User_350,3,Submission,1,Analysis,2022-06-14 18:09:13
1856,User_350,1,Current,2,Comparison,2022-06-14 18:09:13
1859,User_241,1,Current,1,Analysis,2022-06-14 18:13:02
1859,User_241,3,Submission,1,Analysis,2022-06-14 18:13:08
1859,User_241,1,Current,2,Comparison,2022-06-14 18:13:08
1860,User_116,1,Current,1,Analysis,2022-06-14 18:41:29
1860,User_116,3,Submission,1,Analysis,2022-06-14 18:41:31
1860,User_116,1,Current,2,Comparison,2022-06-14 18:43:54
1860,User_116,3,Submission,2,Comparison,2022-06-14 18:43:57
1856,User_350,3,Submission,2,Comparison,2022-06-14 18:57:48
1861,User_241,3,Submission,1,Analysis,2022-06-14 19:02:59
1861,User_241,1,Current,2,Comparison,2022-06-14 19:02:59
1861,User_241,3,Submission,2,Comparison,2022-06-14 19:05:28
1862,User_241,1,Current,1,Analysis,2022-06-14 19:11:02
1862,User_241,3,Submission,1,Analysis,2022-06-14 19:11:07
1862,User_241,1,Current,2,Comparison,2022-06-14 19:11:07
1862,User_241,3,Submission,2,Comparison,2022-06-14 19:15:50
1859,User_241,3,Submission,2,Comparison,2022-06-14 19:17:37
1857,User_241,3,Submission,2,Comparison,2022-06-14 19:18:40
1672,User_241,3,Submission,2,Comparison,2022-06-14 19:19:56
1671,User_241,3,Submission,2,Comparison,2022-06-14 19:23:59
1670,User_241,3,Submission,2,Comparison,2022-06-14 19:24:25
1669,User_241,3,Submission,2,Comparison,2022-06-14 19:24:41
1863,User_241,1,Current,1,Analysis,2022-06-14 19:27:01
1863,User_241,3,Submission,1,Analysis,2022-06-14 19:28:19
1867,User_241,3,Submission,2,Comparison,2022-06-14 19:58:57
1863,User_241,1,Current,2,Comparison,2022-06-14 19:28:19
1864,User_350,3,Submission,1,Analysis,2022-06-14 19:33:16
1864,User_350,1,Current,2,Comparison,2022-06-14 19:33:16
1863,User_241,3,Submission,2,Comparison,2022-06-14 19:36:15
1865,User_241,1,Current,1,Analysis,2022-06-14 19:38:23
1865,User_241,3,Submission,1,Analysis,2022-06-14 19:38:28
1865,User_241,1,Current,2,Comparison,2022-06-14 19:38:28
1864,User_350,3,Submission,2,Comparison,2022-06-14 19:42:51
1866,User_350,3,Submission,1,Analysis,2022-06-14 19:45:18
1866,User_350,1,Current,2,Comparison,2022-06-14 19:45:18
1865,User_241,3,Submission,2,Comparison,2022-06-14 19:47:43
1867,User_241,3,Submission,1,Analysis,2022-06-14 19:49:03
1867,User_241,1,Current,2,Comparison,2022-06-14 19:49:03
1868,User_241,3,Submission,1,Analysis,2022-06-14 20:03:35
1868,User_241,1,Current,2,Comparison,2022-06-14 20:03:35
1868,User_241,3,Submission,2,Comparison,2022-06-14 20:05:14
1866,User_350,3,Submission,2,Comparison,2022-06-14 20:26:08
1869,User_350,3,Submission,1,Analysis,2022-06-14 20:28:35
1869,User_350,1,Current,2,Comparison,2022-06-14 20:28:35
1869,User_350,3,Submission,2,Comparison,2022-06-14 20:33:21
1871,User_143,1,Current,1,Analysis,2022-06-14 20:35:18
1870,User_350,3,Submission,1,Analysis,2022-06-14 20:35:22
1870,User_350,1,Current,2,Comparison,2022-06-14 20:35:22
1871,User_143,3,Submission,1,Analysis,2022-06-14 20:35:24
1871,User_143,1,Current,2,Comparison,2022-06-14 20:35:24
1870,User_350,3,Submission,2,Comparison,2022-06-14 20:38:35
1871,User_143,3,Submission,2,Comparison,2022-06-14 20:40:42
1872,User_350,3,Submission,1,Analysis,2022-06-14 20:45:05
1872,User_350,1,Current,2,Comparison,2022-06-14 20:45:05
1872,User_350,3,Submission,2,Comparison,2022-06-14 20:53:27
1873,User_350,3,Submission,1,Analysis,2022-06-14 21:00:46
1873,User_350,1,Current,2,Comparison,2022-06-14 21:00:46
1769,User_255,3,Submission,2,Comparison,2022-06-14 21:18:10
1788,User_255,3,Submission,2,Comparison,2022-06-14 21:22:20
1873,User_350,3,Submission,2,Comparison,2022-06-14 21:37:36
1875,User_350,3,Submission,1,Analysis,2022-06-14 21:40:45
1875,User_350,1,Current,2,Comparison,2022-06-14 21:40:45
1874,User_243,3,Submission,1,Analysis,2022-06-14 21:41:40
1874,User_243,1,Current,2,Comparison,2022-06-14 21:41:40
1875,User_350,3,Submission,2,Comparison,2022-06-14 21:45:01
1876,User_112,3,Submission,1,Analysis,2022-06-14 21:57:17
1876,User_112,1,Current,2,Comparison,2022-06-14 21:57:17
1876,User_112,3,Submission,2,Comparison,2022-06-14 22:00:09
1877,User_112,3,Submission,1,Analysis,2022-06-14 22:01:36
1877,User_112,1,Current,2,Comparison,2022-06-14 22:01:36
1874,User_243,3,Submission,2,Comparison,2022-06-14 22:06:22
1877,User_112,3,Submission,2,Comparison,2022-06-14 22:07:14
1878,User_243,3,Submission,1,Analysis,2022-06-14 22:09:06
1878,User_243,1,Current,2,Comparison,2022-06-14 22:09:06
1878,User_243,3,Submission,2,Comparison,2022-06-14 23:20:39
1879,User_152,1,Current,1,Analysis,2022-06-14 23:27:23
1879,User_152,3,Submission,1,Analysis,2022-06-14 23:27:27
1879,User_152,1,Current,2,Comparison,2022-06-14 23:27:27
1879,User_152,3,Submission,2,Comparison,2022-06-14 23:31:32
1880,User_152,1,Current,1,Analysis,2022-06-14 23:34:23
1880,User_152,3,Submission,1,Analysis,2022-06-14 23:34:26
1880,User_152,1,Current,2,Comparison,2022-06-14 23:34:26
1880,User_152,3,Submission,2,Comparison,2022-06-14 23:37:24
1882,User_200,3,Submission,1,Analysis,2022-06-14 23:51:48
1882,User_200,1,Current,2,Comparison,2022-06-14 23:51:48
1882,User_200,3,Submission,2,Comparison,2022-06-14 23:54:20
1881,User_152,1,Current,1,Analysis,2022-06-14 23:57:46
1881,User_152,3,Submission,1,Analysis,2022-06-14 23:57:50
1884,User_200,3,Submission,1,Analysis,2022-06-15 00:10:25
1883,User_200,3,Submission,1,Analysis,2022-06-15 00:01:15
1883,User_200,1,Current,2,Comparison,2022-06-15 00:01:15
1883,User_200,3,Submission,2,Comparison,2022-06-15 00:06:21
1881,User_152,1,Current,2,Comparison,2022-06-15 00:33:49
1884,User_200,1,Current,2,Comparison,2022-06-15 00:10:25
1884,User_200,3,Submission,2,Comparison,2022-06-15 00:13:49
1885,User_200,3,Submission,1,Analysis,2022-06-15 00:18:38
1885,User_200,1,Current,2,Comparison,2022-06-15 00:18:38
1885,User_200,3,Submission,2,Comparison,2022-06-15 00:21:20
1887,User_200,3,Submission,2,Comparison,2022-06-15 00:41:49
1886,User_200,3,Submission,1,Analysis,2022-06-15 00:26:01
1886,User_200,1,Current,2,Comparison,2022-06-15 00:26:01
1881,User_152,3,Submission,2,Comparison,2022-06-15 00:33:51
1886,User_200,3,Submission,2,Comparison,2022-06-15 00:35:09
1887,User_200,3,Submission,1,Analysis,2022-06-15 00:38:13
1887,User_200,1,Current,2,Comparison,2022-06-15 00:38:13
1889,User_200,3,Submission,1,Analysis,2022-06-15 00:44:30
1889,User_200,1,Current,2,Comparison,2022-06-15 00:44:30
1889,User_200,3,Submission,2,Comparison,2022-06-15 00:47:32
1888,User_152,1,Current,1,Analysis,2022-06-15 00:48:24
1888,User_152,3,Submission,1,Analysis,2022-06-15 00:48:27
1888,User_152,1,Current,2,Comparison,2022-06-15 00:48:27
1890,User_200,3,Submission,1,Analysis,2022-06-15 00:51:07
1890,User_200,1,Current,2,Comparison,2022-06-15 00:51:07
1890,User_200,3,Submission,2,Comparison,2022-06-15 00:53:45
1891,User_200,3,Submission,1,Analysis,2022-06-15 00:56:03
1891,User_200,1,Current,2,Comparison,2022-06-15 00:56:03
1891,User_200,3,Submission,2,Comparison,2022-06-15 00:57:36
1888,User_152,3,Submission,2,Comparison,2022-06-15 01:03:35
1892,User_152,1,Current,1,Analysis,2022-06-15 01:09:23
1892,User_152,3,Submission,1,Analysis,2022-06-15 01:09:34
1892,User_152,1,Current,2,Comparison,2022-06-15 01:15:41
1892,User_152,3,Submission,2,Comparison,2022-06-15 01:15:44
1893,User_240,3,Submission,1,Analysis,2022-06-15 01:31:14
1894,User_240,3,Submission,1,Analysis,2022-06-15 01:39:11
1893,User_240,1,Current,2,Comparison,2022-06-15 01:37:58
1893,User_240,3,Submission,2,Comparison,2022-06-15 01:38:14
1894,User_240,1,Current,1,Analysis,2022-06-15 01:39:01
1894,User_240,1,Current,2,Comparison,2022-06-15 01:39:11
1894,User_240,3,Submission,2,Comparison,2022-06-15 01:54:11
1895,User_240,1,Current,1,Analysis,2022-06-15 01:56:01
1895,User_240,3,Submission,1,Analysis,2022-06-15 01:56:07
1895,User_240,1,Current,2,Comparison,2022-06-15 01:56:07
1895,User_240,3,Submission,2,Comparison,2022-06-15 02:06:25
1896,User_240,1,Current,1,Analysis,2022-06-15 02:09:16
1896,User_240,3,Submission,1,Analysis,2022-06-15 02:09:20
1896,User_240,1,Current,2,Comparison,2022-06-15 02:11:52
1896,User_240,3,Submission,2,Comparison,2022-06-15 02:11:56
1897,User_240,1,Current,1,Analysis,2022-06-15 02:13:26
1897,User_240,3,Submission,1,Analysis,2022-06-15 02:13:29
1897,User_240,1,Current,2,Comparison,2022-06-15 02:24:18
1897,User_240,3,Submission,2,Comparison,2022-06-15 02:24:23
1898,User_240,1,Current,1,Analysis,2022-06-15 02:27:08
1898,User_240,3,Submission,1,Analysis,2022-06-15 02:27:12
1898,User_240,1,Current,2,Comparison,2022-06-15 02:29:42
1898,User_240,3,Submission,2,Comparison,2022-06-15 02:29:47
1899,User_240,1,Current,1,Analysis,2022-06-15 02:30:43
1948,User_343,1,Current,2,Comparison,2022-06-15 23:18:20
1899,User_240,3,Submission,1,Analysis,2022-06-15 02:30:46
1899,User_240,1,Current,2,Comparison,2022-06-15 02:47:18
1899,User_240,3,Submission,2,Comparison,2022-06-15 02:47:24
1900,User_240,1,Current,1,Analysis,2022-06-15 02:48:56
1900,User_240,3,Submission,1,Analysis,2022-06-15 02:48:59
1900,User_240,1,Current,2,Comparison,2022-06-15 02:51:25
